"BIBTEXKEY","first_name","middle_name","last_name","full_name","JOURNAL","NUMBER","PAGES","PUBLISHER","TITLE","TYPE","VOLUME","YEAR","DOI","ISSN","URL","AUTHOR_KEYWORDS","LANGUAGE","ABBREV_SOURCE_TITLE","PUBLICATION_STAGE","SOURCE","AFFILIATIONS","Affiliation_country","Affiliation_country_code","Gender","Gender.Probability","Gender.Count","author_id","paper_id_author_id","author_order","Max","author_last","author_single","unique_name","OA","Citations"
"Cooper2010395","B.","Lee","Cooper","B. Lee Cooper","Popular Music and Society","3","395 – 414",NA,"Contemporary blueswomen: A bibliography of female blues singers, composers, and instrumentalists, 1955–2005","Article","33",2010,"10.1080/03007760802340956","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-79952895598&doi = 10.1080%2f03007760802340956&partnerID = 40&md5 = 9808774cc5c0b23cd76e91aee7a6bc5d",NA,"English","Pop. Music Soc.","Final","Scopus",NA,NA,NA,"male",0.83,12,"author1","Cooper2010395_author1",1,1,0,1,"cooper_b.","Undefined",0
"Ritter2011571","Jonathan",NA,"Ritter","Jonathan Ritter","Popular Music and Society","5","571 – 592",NA,"Chocolate, coconut, and honey: Race, music, and the politics of hybridity in the ecuadorian black pacific","Article","34",2011,"10.1080/03007766.2010.537848","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84857707674&doi = 10.1080%2f03007766.2010.537848&partnerID = 40&md5 = 619bc234db1c0ac01c6e2ac0a244ee72",NA,"English","Pop. Music Soc.","Final","Scopus","UCR Department of Music, United States","United States","US","male",1,269512,"author1","Ritter2011571_author1",1,1,0,1,"ritter_jonathan","Undefined",10
"Löbert2012125","Anja",NA,"Löbert","Anja Löbert","Popular Music","1","125 – 141",NA,"Fandom as a religious form: On the reception of pop music by Cliff Richard fans in Liverpool","Article","31",2012,"10.1017/S0261143011000493","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84859084885&doi = 10.1017%2fS0261143011000493&partnerID = 40&md5 = f35e955be196156ce8c39b668f783dba",NA,"English","Pop. Music","Final","Scopus","Department of Media and Communication, Martin-Luther-Universität Halle, Wittenberg, 06120 Halle, Germany","Germany","DE","female",0.99,54873,"author1","Löbert2012125_author1",1,1,0,1,"löbert_anja","Undefined",14
"Burns2010417","Gary",NA,"Burns","Gary Burns","Popular Music and Society","3","417 – 418",NA,"This Is Tom Jones: Volume One, Rock ‘n’ Roll Legends","Article","33",2010,"10.1080/03007760903424188","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85009597064&doi = 10.1080%2f03007760903424188&partnerID = 40&md5 = ae1459a72b9a9168443807d257bf8320",NA,"English","Pop. Music Soc.","Final","Scopus","Northern Illinois University, United States","United States","US","male",1,284129,"author1","Burns2010417_author1",1,1,0,1,"burns_gary","Undefined",0
"Helbig2011315","Adriana",NA,"Helbig","Adriana Helbig","Popular Music","3","315 – 330",NA,"Brains, means, lyrical ammunition: Hip-hop and socio-racial agency among African Students in Kharkiv, Ukraine","Article","30",2011,"10.1017/S0261143011000250","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84855679794&doi = 10.1017%2fS0261143011000250&partnerID = 40&md5 = c76355b325d785616d61f7fd179271dd",NA,"English","Pop. Music","Final","Scopus","Department of Music, University of Pittsburgh, Pittsburgh, United States","United States","US","female",1,56937,"author1","Helbig2011315_author1",1,1,0,1,"helbig_adriana","Undefined",8
"Hill2011293","Jeremy",NA,"Hill","Jeremy Hill","Popular Music and Society","3","293 – 308",NA,"Country comes to town: Country music's construction of a new urban identity in the 1960s","Article","34",2011,"10.1080/03007761003726233","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-79960757409&doi = 10.1080%2f03007761003726233&partnerID = 40&md5 = 462e345e556a66a20b64bd5593bab72e",NA,"English","Pop. Music Soc.","Final","Scopus",NA,NA,NA,"male",0.99,98,"author1","Hill2011293_author1",1,1,0,1,"hill_jeremy","Undefined",8
"Burns2010267","Gary",NA,"Burns","Gary Burns","Popular Music and Society","2","267",NA,"Ray B. Browne, 1922–2009","Article","33",2010,"10.1080/03007761003640590","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85009561001&doi = 10.1080%2f03007761003640590&partnerID = 40&md5 = dba07b5cbdc6d97e170702c76ff23ad7",NA,"English","Pop. Music Soc.","Final","Scopus","Northern Illinois University, United States","United States","US","male",1,284129,"author1","Burns2010267_author1",1,1,0,1,"burns_gary","Undefined",0
"Bannister2010163","Matthew",NA,"Bannister","Matthew Bannister","Popular Music and Society","2","163 – 178",NA,"I'M Set Free: The Velvet Underground, 1960s counterculture, and Michel Foucault","Article","33",2010,"10.1080/03007760903142889","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-77951760169&doi = 10.1080%2f03007760903142889&partnerID = 40&md5 = 33d42e028f18aa6f4bed2618d292eff9",NA,"English","Pop. Music Soc.","Final","Scopus",NA,NA,NA,"male",0.99,183,"author1","Bannister2010163_author1",1,1,0,1,"bannister_matthew","Undefined",9
"Dunn2012217","Kevin",NA,"Dunn","Kevin Dunn","Journal of Popular Music Studies","2","217 – 237","University of California Press","""If it ain't cheap, it ain't punk"": Walter Benjamin's progressive cultural production and DIY Punk record labels","Article","24",2012,"10.1111/j.1533-1598.2012.01326.x","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84863300365&doi = 10.1111%2fj.1533-1598.2012.01326.x&partnerID = 40&md5 = b903aaa6e19df631e71e3e828747d347",NA,"English","J. Pop. Music Stud.","Final","Scopus","Hobart and William Smith Colleges, United States","United States","US","male",1,510914,"author1","Dunn2012217_author1",1,1,0,1,"dunn_kevin","Undefined",27
"Salley2011409","Keith",NA,"Salley","Keith Salley","Popular Music","3","409 – 432",NA,"On the interaction of alliteration with rhythm and metre in popular music","Article","30",2011,"10.1017/S0261143011000225","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84855672859&doi = 10.1017%2fS0261143011000225&partnerID = 40&md5 = 154c094bd3b787de7a49517f17d502a1",NA,"English","Pop. Music","Final","Scopus","Shenandoah Conservatory, Shenandoah University, Winchester, VA, United States","United States","US","male",1,178854,"author1","Salley2011409_author1",1,1,0,1,"salley_keith","Undefined",15
"Cohen2010275","Ronald","D.","Cohen","Ronald D. Cohen","Popular Music and Society","2","275 – 276",NA,"Archie Green (1917–2009) and Mary Travers (1936–2009)","Article","33",2010,"10.1080/03007761003707985","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85009606079&doi = 10.1080%2f03007761003707985&partnerID = 40&md5 = cdf7c7d07f10d69f9ca4424c2c6ca17c",NA,"English","Pop. Music Soc.","Final","Scopus",NA,NA,NA,"male",0.99,180,"author1","Cohen2010275_author1",1,1,0,1,"cohen_ronald","Undefined",0
"Emielu2011371","Austin",NA,"Emielu","Austin Emielu","Popular Music","3","371 – 388",NA,"Some theoretical perspectives on African popular music","Article","30",2011,"10.1017/S0261143011000249","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84855677867&doi = 10.1017%2fS0261143011000249&partnerID = 40&md5 = 54d9265105a8d25a03b55688e706e415",NA,"English","Pop. Music","Final","Scopus","Department of the Performing Arts, University of Ilorin, Ilorin, Nigeria","Niger","NE","male",1,435,"author1","Emielu2011371_author1",1,1,0,1,"emielu_austin","Undefined",16
"Branch201225","Andrew",NA,"Branch","Andrew Branch","Popular Music","1","25 – 44",NA,"All the young dudes: Educational capital, masculinity and the uses of popular music","Article","31",2012,"10.1017/S0261143011000444","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84859039593&doi = 10.1017%2fS0261143011000444&partnerID = 40&md5 = 0874b2605faeb4a8eb80e4f17a5042b8",NA,"English","Pop. Music","Final","Scopus","School of Arts and Digital Industries, University of East London, Docklands Campus, London E16 2RD, 4-6 University Way, United Kingdom","United Kingdom","GB","male",1,213867,"author1","Branch201225_author1",1,1,0,1,"branch_andrew","Open Access",21
"Simonett2011227","Helena",NA,"Simonett","Helena Simonett","Popular Music","2","227 – 244",NA,"Giving voice to the dignified man: Reflections on global popular music","Article","30",2011,"10.1017/S0261143011000043","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-79959389553&doi = 10.1017%2fS0261143011000043&partnerID = 40&md5 = 2ac12f01561844a474ff845e13a296dd",NA,"English","Pop. Music","Final","Scopus","Center for Latin American Studies, Vanderbilt University, Nashville, United States","United States","US","female",1,13214,"author1","Simonett2011227_author1",1,1,0,1,"simonett_helena","Undefined",2
"Titon2009113","Jeff","Todd","Titon","Jeff Todd Titon","Journal of Popular Music Studies","1","113 – 124","University of California Press","Teaching blues and country music, and leading an old-time string band - At an Ivy League university","Article","21",2009,"10.1111/j.1533-1598.2009.01175.x","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-65849170645&doi = 10.1111%2fj.1533-1598.2009.01175.x&partnerID = 40&md5 = c9bdf389e01948e98c205d61224854f3",NA,"English","J. Pop. Music Stud.","Final","Scopus","Brown University",NA,NA,"male",0.97,34,"author1","Titon2009113_author1",1,1,0,1,"titon_jeff","Undefined",2
"Bennett2010415","Andy",NA,"Bennett","Andy Bennett","Popular Music and Society","3","415 – 416",NA,"Richard A. Peterson, 1932–2010","Article","33",2010,"10.1080/03007766.2010.484637","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85009563788&doi = 10.1080%2f03007766.2010.484637&partnerID = 40&md5 = 44d2cbe91e6c00b9ce55658d94fe7b72",NA,"English","Pop. Music Soc.","Final","Scopus","Griffith University, Australia","Australia","AU","male",1,8119,"author1","Bennett2010415_author1",1,1,0,1,"bennett_andy","Undefined",0
"Cateforis200920","Theo",NA,"Cateforis","Theo Cateforis","Journal of Popular Music Studies","1","20 – 58","University of California Press","Sources and storytelling: Teaching the history of rock through its primary documents","Article","21",2009,"10.1111/j.1533-1598.2009.01168.x","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-65849322978&doi = 10.1111%2fj.1533-1598.2009.01168.x&partnerID = 40&md5 = 626f7f34cd92d2f8ce3bad0cf5d26fb0",NA,"English","J. Pop. Music Stud.","Final","Scopus","Syracuse University",NA,NA,"male",0.88,188,"author1","Cateforis200920_author1",1,1,0,1,"cateforis_theo","Undefined",3
"Zwaan2010319","Koos",NA,"Zwaan","Koos Zwaan","Popular Music and Society","3","319 – 337",NA,"From zero to hero? An exploratory study of the predictors of success in the Dutch idols competition","Article","33",2010,"10.1080/03007760903392708","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-77953300343&doi = 10.1080%2f03007760903392708&partnerID = 40&md5 = f460786cf5f60a7b3e507cec55d3d645",NA,"English","Pop. Music Soc.","Final","Scopus","Department of Communication Science, University of Amsterdam, Netherlands; Department of Popular Music and Youth Culture, Utrecht University, Netherlands","Netherlands","NL","male",0.96,3538,"author1","Zwaan2010319_author1",1,2,0,0,"zwaan_koos","Undefined",4
"Zwaan2010319","Tom","F. M.","Ter Bogt","Tom F. M. Ter Bogt","Popular Music and Society","3","319 – 337",NA,"From zero to hero? An exploratory study of the predictors of success in the Dutch idols competition","Article","33",2010,"10.1080/03007760903392708","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-77953300343&doi = 10.1080%2f03007760903392708&partnerID = 40&md5 = f460786cf5f60a7b3e507cec55d3d645",NA,"English","Pop. Music Soc.","Final","Scopus","Department of Communication Science, University of Amsterdam, Netherlands; Department of Popular Music and Youth Culture, Utrecht University, Netherlands","Netherlands","NL","male",1,30025,"author2","Zwaan2010319_author2",2,2,1,0,"ter bogt_tom","Undefined",4
"Meier2011399","Leslie","M.","Meier","Leslie M. Meier","Popular Music and Society","4","399 – 415",NA,"Promotional ubiquitous musics: Recording artists, brands, and rendering authenticity","Article","34",2011,"10.1080/03007766.2011.601569","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-80053302972&doi = 10.1080%2f03007766.2011.601569&partnerID = 40&md5 = d5e8955e5423be54ace0d9ba98025b2b",NA,"English","Pop. Music Soc.","Final","Scopus","University of Western Ontario, Canada","Canada","CA","female",0.74,1676,"author1","Meier2011399_author1",1,1,0,1,"meier_leslie","Undefined",35
"Laing2010471","Dave",NA,"Laing","Dave Laing","Popular Music","3","471 – 472",NA,"Remembering Pete and Charlie","Article","29",2010,"10.1017/S0261143010000498","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85022691034&doi = 10.1017%2fS0261143010000498&partnerID = 40&md5 = 6c92683a9674a878213c3454f9f5e2c3",NA,"English","Pop. Music","Final","Scopus","Institute of Popular Music, University of Liverpool, Liverpool, L69 3BX, United Kingdom","United Kingdom","GB","male",1,116162,"author1","Laing2010471_author1",1,1,0,1,"laing_dave","Undefined",0
"Fast2010259","Susan",NA,"Fast","Susan Fast","Popular Music and Society","2","259 – 266",NA,"Difference that exceeded understanding: Remembering Michael Jackson (1958-2009)","Article","33",2010,"10.1080/03007761003640574","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-77951706209&doi = 10.1080%2f03007761003640574&partnerID = 40&md5 = 41fe43d64104ab0942c681630225008e",NA,"English","Pop. Music Soc.","Final","Scopus",NA,NA,NA,"female",0.99,329,"author1","Fast2010259_author1",1,1,0,1,"fast_susan","Undefined",19
"Zanfagna2012196","Christina",NA,"Zanfagna","Christina Zanfagna","Journal of Popular Music Studies","2","196 – 216","University of California Press","Kingdom business: Holy Hip Hop's Evangelical Hustle","Article","24",2012,"10.1111/j.1533-1598.2012.01325.x","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84863325079&doi = 10.1111%2fj.1533-1598.2012.01325.x&partnerID = 40&md5 = f18144b5c73cdaeacb03eeda6bad5c8f",NA,"English","J. Pop. Music Stud.","Final","Scopus","Santa Clara University, United States","United States","US","female",1,199439,"author1","Zanfagna2012196_author1",1,1,0,1,"zanfagna_christina","Undefined",7
"Perchard201125","Tom",NA,"Perchard","Tom Perchard","Popular Music","1","25 – 45",NA,"Tradition, modernity and the supernatural swing: Re-reading 'primitivism' in Hugues Panassié's writing on jazz","Article","30",2011,"10.1017/S0261143010000644","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-79960542645&doi = 10.1017%2fS0261143010000644&partnerID = 40&md5 = 0055ad3f972fb57b193d6f6a452e4e09",NA,"English","Pop. Music","Final","Scopus","Department of Music, Goldsmiths, University of London, United Kingdom","United Kingdom","GB","male",1,133158,"author1","Perchard201125_author1",1,1,0,1,"perchard_tom","Undefined",16
"Ninoshvili2009407","Lauren",NA,"Ninoshvili","Lauren Ninoshvili","Popular Music and Society","3","407 – 424",NA,"The poetics of pop polyphony: Translating georgian song for the world","Article","32",2009,"10.1080/03007760902985858","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-77950755157&doi = 10.1080%2f03007760902985858&partnerID = 40&md5 = 831b13bc9861598bb11e670fc62ee2b4",NA,"English","Pop. Music Soc.","Final","Scopus",NA,NA,NA,"female",0.85,33,"author1","Ninoshvili2009407_author1",1,1,0,1,"ninoshvili_lauren","Undefined",6
"Moody201287","Rick",NA,"Moody","Rick Moody","Journal of Popular Music Studies","1","87 – 106","University of California Press","On the doctoral dissertation of one electroacoustic musician (fragments)","Article","24",2012,"10.1111/j.1533-1598.2012.01318.x","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84859340686&doi = 10.1111%2fj.1533-1598.2012.01318.x&partnerID = 40&md5 = ae376c59430a8bdb7548edbeadde08a8",NA,"English","J. Pop. Music Stud.","Final","Scopus","New York University, United States; Queen's University, Canada","United States","US","male",1,221900,"author1","Moody201287_author1",1,2,0,0,"moody_rick","Undefined",0
"Moody201287","Michael","D.","Snediker","Michael D. Snediker","Journal of Popular Music Studies","1","87 – 106","University of California Press","On the doctoral dissertation of one electroacoustic musician (fragments)","Article","24",2012,"10.1111/j.1533-1598.2012.01318.x","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84859340686&doi = 10.1111%2fj.1533-1598.2012.01318.x&partnerID = 40&md5 = ae376c59430a8bdb7548edbeadde08a8",NA,"English","J. Pop. Music Stud.","Final","Scopus","New York University, United States; Queen's University, Canada","Canada","CA","male",1,86390,"author2","Moody201287_author2",2,2,1,0,"snediker_michael","Undefined",0
"Brennan2012411","Vicki","L.","Brennan","Vicki L. Brennan","Journal of Popular Music Studies","4","411 – 429","University of California Press","Take control: The labor of immediacy in Yoruba Christian Music","Article","24",2012,"10.1111/jpms.12001","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-84871801167&doi = 10.1111%2fjpms.12001&partnerID = 40&md5 = 056ed21f7d0446f829b30059622264fb",NA,"English","J. Pop. Music Stud.","Final","Scopus","University of Vermont, United States","United States","US","female",1,73845,"author1","Brennan2012411_author1",1,1,0,1,"brennan_vicki","Undefined",10
